food_id,food,caloric_value,fat,saturated_fats,carbohydrates,sugars,protein,dietary_fiber,cholesterol,sodium,calcium,iron,nutrition_density,price,CO2_emissions_kg_per_kg,refined_category
0,margarine with yoghurt,88,9.8,1.9,0.073,0,0.058,0,0,0.018,2.8,0.027,12.971,98,15.5,Oils & Fats
1,sunflower seed butter,99,8.8,0.7,3.7,1.7,2.8,0.9,0,0.065,10.2,0.7,27.5,15,17.5,Dairy Products
2,hazelnut oil,120,13.6,1,0,0,0,0,0,0,0,0,13.6,51,0.43,Oils & Fats
3,menhaden fish oil,1966,218,66.3,0,0,0,0,1135.8,0,0,0,218,47,18,Seafood
4,cod liver fish oil,123,13.6,3.1,0,0,0,0,77.5,0,0,0,17.7,7,9.9,Seafood
5,sardine oil,123,13.6,4.1,0,0,0,0,96.6,0,0,0,13.6,14,16.6,Oils & Fats
6,cupu assu oil,120,13.6,7.2,0,0,0,0,0,0,0,0,13.6,88,9,Oils & Fats
7,lard,115,12.8,5,0,0,0,0,12.2,0,0,0,12.8,76,19.7,Oils & Fats
8,sesame butter,94,8.1,1.1,3.8,0,2.9,0.9,0,0.031,153.6,3.1,172.4,8,9.2,Dairy Products
9,margarine spread,59,6.7,1.2,0.1,0,0.082,0,0.1,0.019,0.6,0.078,7.547,16,18.8,Oils & Fats
10,lard vegetable oil,115,12.8,5.2,0,0,0,0,7.2,0,0,0,12.8,5,0.53,Vegetables
11,shortening,113,12.8,3.2,0,0,0,0,0,0,0,0,12.8,81,11,Processed Foods
12,vegetable oil spread,75,8.4,1.7,0.1,0,0.007,0,0.1,0.081,2.9,0,11.613,58,0.53,Vegetables
13,cottonseed oil,120,13.6,3.5,0,0,0,0,0,0,0,0,13.6,87,14.2,Nuts & Seeds
14,vegetable oil spread fat free,6,0.5,0.015,0.4,0,0.2,0,0.2,0.1,5.7,0.041,7.001,78,0.53,Vegetables
15,soy margarine,88,9.9,3.2,0,0,0,0,0,0.1,0,0,12.642,27,1.7,Oils & Fats
16,margarine with salt,100,11.3,2.1,0.017,0,0.031,0,0,0.1,0.068,0,13.618,42,18.6,Oils & Fats
17,margarine,102,11.5,2.2,0.018,0,0.037,0,0,0.091,0.059,0,13.719,94,11.8,Oils & Fats
18,salmon fish oil,123,13.6,2.7,0,0,0,0,66,0,0,0,13.6,19,16.6,Seafood
19,nutmeg butter oil,1927,218,196.2,0,0,0,0,0,0,0,0,218,80,0.43,Dairy Products
20,almond butter,98,8.9,0.7,3,0.7,3.4,1.6,0,0.037,55.5,0.6,73,58,6.9,Dairy Products
21,sour cream shoprite,60,5,3.5,1,0.014,0,0,0,0,0,0,6,76,13.8,Dairy Products
22,ucuhuba butter oil,120,13.6,11.6,0,0,0,0,0,0,0,0,13.6,91,13.7,Dairy Products
23,chicken fat,115,12.8,3.8,0,0,0,0,10.9,0,0,0,12.8,18,6,Meat & Poultry
24,herring fish oil,123,13.6,2.9,0,0,0,0,104.2,0,0,0,13.6,7,11.8,Seafood
25,bacon grease,39,4.3,1.7,0,0,0,0,4.1,0.009,0,0,4.3,57,9.6,Processed Foods
26,turkey fat,45,5,1.5,0,0,0,0,5.1,0,0,0,5,63,17.7,Meat & Poultry
27,beef tallow,115,12.8,6.4,0,0,0,0,14,0,0,0,12.8,77,60,Meat & Poultry
28,goose fat,45,5,1.4,0,0,0,0,5,0,0,0,5,17,9.6,Oils & Fats
29,duck fat,44,5,1.7,0,0,0,0,5,0,0,0,5,99,7.6,Oils & Fats
30,mutton tallow,45,5,2.4,0,0,0,0,5.1,0,0,0,5,80,25,Meat & Poultry
31,grapeseed oil,120,13.6,1.3,0,0,0,0,0,0,0,0,13.6,78,6.8,Fruits
32,sheanut oil,1927,218,101.6,0,0,0,0,0,0,0,0,218,51,0.43,Oils & Fats
33,almond oil,120,13.6,1.1,0,0,0,0,0,0,0,0,13.6,52,3.6,Nuts & Seeds
34,sunflower oil,120,13.6,1.2,0,0,0,0,0,0,0.1,0,13.617,52,5.3,Nuts & Seeds
35,cashew butter,94,7.9,1.6,4.4,0.8,2.8,0.3,0,0.071,6.9,0.8,23.1,80,5.1,Dairy Products
36,canola oil,124,14,1,0,0,0,0,0,0,0.088,0,14.132,58,17,Oils & Fats
37,babassu oil,1927,218,177,0,0,0,0,0,0,0,0,218,10,19,Oils & Fats
38,teaseed oil,120,13.6,2.9,0,0,0,0,0,0,0,0,13.6,50,5.7,Nuts & Seeds
39,avocado oil,124,14,1.6,0,0,0,0,0,0,0,0,14,74,10.1,Oils & Fats
40,vegetable palm kernel oil,117,13.6,11.1,0,0,0,0,0,0,0,0,13.6,74,0.53,Vegetables
41,coconut oil,117,13.6,11.2,0,0,0,0,0,0,0.029,0,13.661,28,0.43,Oils & Fats
42,safflower oil,120,13.6,1,0,0,0,0,0,0,0,0,13.6,34,6,Oils & Fats
43,vegetable oil,120,13.6,2.1,0,0,0,0,0,0,0.073,0,13.706,64,0.53,Vegetables
44,apricot kernel oil,40,4.5,0.3,0,0,0,0,0,0,0,0,4.5,100,4.6,Oils & Fats
45,peanut oil,119,13.5,2.3,0,0,0,0,0,0,0,0.004,13.575,55,1,Plant-Based Proteins
46,poppyseed oil,120,13.6,1.8,0,0,0,0,0,0,0,0,13.6,64,16.8,Nuts & Seeds
47,flaxseed oil,120,13.6,1.2,0,0,0.086,0,0,0,0.1,0,13.729,20,14.4,Nuts & Seeds
48,tomatoseed oil,1927,218,42.9,0,0,0,0,0,0,0,0,218,93,18.9,Vegetables
49,wheat germ oil,120,13.6,2.6,0,0,0,0,0,0,0,0,13.6,53,2.5,Grains & Cereals
50,sesame oil,40,4.5,0.6,0,0,0,0,0,0,0,0,4.5,98,5,Oils & Fats
51,corn granola oil,124,14,1.1,0,0,0,0,0,0,0,0,14,1,17,Oils & Fats
52,cocoa butter oil,120,13.6,8.1,0,0,0,0,0,0,0,0,13.6,46,18.4,Dairy Products
53,olive oil,119,13.5,1.9,0,0,0,0,0,0.004,0.1,0.092,13.618,85,16.6,Oils & Fats
54,palm kernel oil,40,4.5,4,0,0,0,0,0,0.098,0.033,0,4.741,86,10.5,Oils & Fats
55,mustard oil,124,14,1.6,0,0,0,0,0,0,0,0,14,61,3.3,Oils & Fats
56,rice bran oil,120,13.6,2.7,0,0,0,0,0,0,0,0.001,13.689,85,2.5,Grains & Cereals
57,vegetable macaroni dry,308,0.9,0.1,62.9,0,11,3.6,0,0.06,28.6,3.6,110.6,41,0.53,Vegetables
58,chow mein noodles,257,9.9,1,37.5,0.5,5.9,1.5,0,0.5,11.2,2.6,68.6,15,19,Processed Foods
59,chinese noodles,456,0.094,0.088,111.9,0,0.2,0.7,0,0.088,0,0.1,112.906,93,4.8,Processed Foods
60,vegetable macaroni cooked,172,0.1,0.037,35.7,1.5,6.1,5.8,0,0.015,14.7,0.7,63.1,53,0.53,Vegetables
61,corn pasta dry,375,2.2,0.3,83.2,0,7.8,11.6,0,0.027,4.2,1,110,81,4.9,Grains & Cereals
62,egg noodles dry,146,1.7,0.4,27.1,0.7,5.4,1.3,31.9,0.095,13.3,0.7,49.598,40,3,Eggs
63,whole wheat spaghetti dry,98,0.4,0.047,21.2,0,4.1,0,0,0.002,11.3,1,38,40,2.5,Grains & Cereals
64,japanese soba noodles dry,95,0.2,0.084,21.1,0,4.1,0,0,0.2,9.9,0.8,36.1,19,3.8,Processed Foods
65,rice noodles dry,103,0.2,0.053,23.6,0,1,0.5,0,0.006,5.1,0.2,30.6,76,2.5,Grains & Cereals
66,spinach spaghetti dry,105,0.4,0.097,21.2,0.8,3.8,3,0,0.094,16.4,0.6,45.4,58,0.5,Vegetables
67,egg noodles cooked,110,1.7,0.3,20.1,0.3,3.6,1,23.2,0.027,0,0.051,26.542,56,3,Eggs
68,japanese somen noodles cooked,231,0.3,0.006,48.5,0,7,0,0,0.3,14.1,0.9,70.8,88,4.4,Processed Foods
69,whole wheat macaroni dry,365,1.5,0.3,78.8,0,15.4,8.7,0,0.028,42,3.8,150.2,59,2.5,Grains & Cereals
70,pasta marinara and ground beef sauce,41,1.6,0.5,4.1,1,2.5,0.5,0.2,0,0,0,8.7,91,60,Meat & Poultry
71,macaroni raw,390,1.6,0.3,78.4,2.8,13.7,3.4,0,0.097,22.1,3.5,122.7,94,3.6,Processed Foods
72,spaghetti dry,105,0.4,0.045,21.1,0.8,3.7,0.9,0,0.09,5.9,0.9,32.9,19,15.6,Processed Foods
73,fusilli cucina,100,0.4,0.1,3.4,0.041,0,0,0,0,0,0,3.8,70,13.3,Processed Foods
74,japanese somen noodles dry,101,0.2,0,21,0,3.2,1.2,0,0.5,6.5,0.4,32.5,4,1.7,Processed Foods
75,pasta cooked,301,2.4,0.3,57.3,0,11.8,0,75.9,0.073,13.8,2.6,87.985,10,7,Grains & Cereals
76,macaroni cooked,221,1.3,0.2,43.2,0.8,8.1,2.5,0,0.071,0,0.1,55.217,51,8,Processed Foods
77,spinach egg noodles dry,145,1.7,0.4,26.7,0,5.6,2.6,36.1,0.096,21.3,1.6,59.5,63,3,Eggs
78,japanese soba noodles cooked,113,0.1,0.026,24.4,0,5.8,0,0,0.1,4.6,0.5,35.4,29,8.4,Processed Foods
79,rice noodles cooked,190,0.4,0.072,42.3,0.052,3.2,1.8,0,0.075,7,0.2,54.9,68,2.5,Grains & Cereals
80,whole wheat macaroni cooked,174,0.8,0.1,37.2,1.1,7.5,3.9,0,0.057,21,1.5,71.9,5,2.5,Grains & Cereals
81,spaghetti cooked,363,2.1,0.4,71,1.3,13.3,4.1,0,0.089,0,0.2,90.8,11,4,Processed Foods
82,whole wheat spaghetti cooked,174,0.8,0.1,37.2,1.1,7.5,6.3,0,0.091,21,1.5,74.3,91,2.5,Grains & Cereals
83,waffle,218,10.6,2.1,24.7,0,5.9,0,51.8,0.4,191.3,1.7,234.547,79,10.1,Processed Foods
84,baked taco shell,61,2.7,0.8,8.3,0.2,0.8,0.9,0,0.004,12.5,0.2,25.4,23,13.6,Processed Foods
85,puff pastry,1367,94.3,13.5,112,1.8,18.1,3.7,0,0.6,24.5,6.4,259,86,10.2,Processed Foods
86,blueberry muffin,214,9.2,1.6,30.2,17.9,2.6,0.6,17.1,0.2,0.054,0.063,42.915,94,14.4,Fruits
87,bread crumbs,427,5.7,1.3,77.7,6.7,14.4,4.9,0,0.8,197.6,5.2,305.5,76,3.8,Grains & Cereals
88,warm cinnamon roll mcdonalds,113,5.1,1.3,15,7,2,0.5,16.4,0.1,16.1,0.5,39.264,80,6,Herbs & Spices
89,corn muffin,201,5.5,0.9,33.7,11.7,3.9,2.2,17.2,0.3,48.8,1.9,96.069,15,19.1,Processed Foods
90,tortilla,467,1.9,0.6,98.4,5.4,14.3,4.7,0,0.9,137.9,7.5,264.7,10,5.3,Processed Foods
91,croutons seasoned,186,7.3,2.1,25.4,1.8,4.3,2,2.8,0.4,38.4,1.1,78.5,54,10.7,Processed Foods
92,buttermilk waffle,102,3.1,0.8,16,1.5,2.4,0.9,4.3,0.2,98.7,2.2,123.4,19,9.8,Dairy Products
93,flour tortilla,146,3.7,0.6,24.1,1.3,3.9,1.2,0,0.4,79.9,1.6,114.4,2,8,Processed Foods
94,glazed donut,55,3,1.2,6.2,3,0.8,0.3,3.9,0.082,13.1,0.3,23.931,69,0.43,Processed Foods
95,corn tortilla,52,0.7,0.1,10.7,0.2,1.4,1.5,0,0.075,19.4,0.3,34,8,10,Processed Foods
96,muffin,169,6.5,1.2,23.6,0,3.9,1.5,22.2,0.3,114,1.4,151.166,93,11.3,Processed Foods
97,croutons,33,0.5,0.1,5.9,0,1,0.4,0,0.035,6.1,0.3,14.2,24,14,Processed Foods
98,donut with jelly filling,289,15.9,4.1,33.2,17.9,5,0.8,22.1,0.4,21.3,1.5,77.736,90,0.43,Processed Foods
99,sweet cinnamon rolls,309,13.6,2.6,42.2,26.3,5.1,2,54.8,0.3,59.8,1.3,125.783,57,17.1,Herbs & Spices
100,oat bran muffin,46,1.3,0.2,8.2,1.4,1.2,0.8,0,0.067,10.7,0.7,22.9,50,16,Grains & Cereals
101,french cruller donut,169,7.5,1.9,24.4,14.4,1.3,0.5,4.5,0.1,10.7,1,45.42,58,0.43,Processed Foods
102,pancakes,86,3.7,0.8,10.8,0,2.4,0,22.4,0.2,83.2,0.7,100.942,19,10.3,Snacks & Processed Foods
103,chocolate donut,250,11.9,3.1,34.4,19.2,2.7,1.3,34.2,0.1,127.8,1.4,179.637,51,0.43,Beverages
104,sweet cheese rolls,238,12.1,4,28.8,0,4.7,0.8,50.2,0.2,77.9,0.5,124.9,80,21,Dairy Products
105,eclair,234,19.2,11.5,11.2,2,4.4,0.4,121.5,0.1,31.5,0.9,68,17,12,Processed Foods
106,donut with cream filling,307,20.8,4.6,25.5,12.4,5.4,0.7,20.4,0.3,21.3,1.6,75.331,7,0.43,Dairy Products
107,fruit toaster pastry,209,5.6,1.3,37.1,14.8,2.4,0.5,0,0.2,5.6,2,53.4,28,2.7,Fruits
108,donut,192,10.3,2.7,22.9,0,2.3,0.7,14.4,0.2,27,0.5,63.823,15,0.43,Processed Foods
109,pancakes whole wheat,92,2.9,0.8,12.9,0,3.7,1.2,26.8,0.3,110,1.4,132.377,39,2.5,Grains & Cereals
110,keikitos,196,10.6,0,22.3,10.8,2.9,0.5,0,0.2,26.5,1.1,63.9,99,7.1,Processed Foods
111,zwieback,30,0.7,0.2,5.2,0.9,0.7,0.2,0.6,0.05,0.041,0.083,7.083,71,10.5,Processed Foods
112,chocolate coated donut,81,4.5,2.4,9.2,4.8,0.9,0.3,3.4,0.099,4.3,0.7,20.16,62,0.43,Grains & Cereals
113,waffle toasted,103,3.2,0.5,16.3,1.7,2.4,0.8,5,0.2,101.3,2.3,126.4,96,18.3,Processed Foods
114,cinnamon toaster pastry,206,7.1,1.8,34.1,0,2.6,0.5,0,0.2,17,2,63.489,7,14.2,Herbs & Spices
115,wheat bran bread,89,1.2,0.3,17.2,3.5,3.2,1.4,0,0.2,26.6,1.1,50.7,72,2.5,Grains & Cereals
116,white bread,77,1,0.2,14.3,1.6,2.6,0.8,0,0.1,0.081,0.04,18.931,82,6.5,Grains & Cereals
117,oat bran bread,71,1.3,0.2,11.9,2.3,3.1,1.4,0,0.1,19.5,0.9,38.121,100,13.7,Grains & Cereals
118,whole wheat bread natures own,50,1,11,0,0,0,0,0,0,0,0,1,33,2.5,Grains & Cereals
119,high protein bread dr zaks,152,3,0.5,15.3,0.6,0,0,0,0,0,0,18.3,70,9.2,Grains & Cereals
120,wheat bread,79,1.3,0.2,13.8,1.7,3.1,1.2,0,0.1,0.026,0.066,19.619,92,2.5,Grains & Cereals
121,egg bread toasted,117,2.4,0.6,19.5,0.7,3.9,0.9,20.7,0.2,37.7,1.2,65.618,72,3,Eggs
122,butter toastbrot ja,66,0.9,0.6,2,0.4,0,0,0,0,0,0,2.9,91,1.2,Dairy Products
123,vienna bread toasted,93,0.6,0.1,18,1,3.8,0.9,0,0.2,13.6,1.1,38.073,58,17.1,Grains & Cereals
124,vienna bread,92,0.6,0.2,18.1,0.8,3.8,0.8,0,0.2,14.1,1.2,38.633,12,11.4,Grains & Cereals
125,protein bread,47,0.4,0.009,8.3,0.3,2.3,0.6,0,0.008,23.6,0.8,36,46,0.1,Grains & Cereals
126,banana bread,186,6,1.3,31.1,0,2.5,0.6,24.5,0.2,12,0.8,54.061,5,0.86,Fruits
127,rice bran bread,66,1.2,0.2,11.7,1.3,2.4,1.3,0,0.081,18.6,1,36.2,33,2.5,Grains & Cereals
128,white fibre wonder bread,95,1,0.2,18,2,3.5,1.5,0.1,0,0,0,24,77,12.7,Grains & Cereals
129,focaccia,142,4.5,0.5,20.4,1,5,1,0,0.3,20,1.8,52.7,77,10.3,Processed Foods
130,oat bran bread toasted,70,1.3,0.2,11.8,2.3,3.1,1.3,0,0.1,19.2,0.9,37.631,21,11.5,Grains & Cereals
131,rye bread,83,1.1,0.2,15.5,1.2,2.7,1.9,0,0.2,23.4,0.9,45.6,48,11.3,Grains & Cereals
132,wheat germ bread,73,0.8,0.2,13.5,1,2.7,0.6,0,0.2,24.9,1,43.598,100,2.5,Grains & Cereals
133,protein bread toasted,46,0.4,0.059,8.2,0.2,2.2,0.6,0,0.049,23.1,0.8,35.3,13,4.9,Grains & Cereals
134,oatmeal bread,73,1.2,0.2,13.1,2.2,2.3,1.1,0,0.1,17.8,0.7,36.227,43,5.6,Grains & Cereals
135,arepa,215,5.3,2.8,36.4,0.9,5.4,2.5,4.9,0.3,87.2,1,137.897,73,11.7,Processed Foods
136,raisin bread toasted,86,1.4,0.3,16.5,1.8,2.5,1.4,0,0.1,20.9,0.9,43.7,13,12.8,Grains & Cereals
137,cracked wheat bread,74,1.1,0.3,14,0,2.5,1.6,0,0.2,12.2,0.8,32.2,86,2.5,Grains & Cereals
138,garlic bread,151,7.1,2.3,17.9,1.6,3.6,1.1,0,0.2,11.6,1.3,42.646,15,3.6,Grains & Cereals
139,rye bread toasted,82,1,0.2,15.4,1.2,2.7,1.9,0,0.2,23.2,0.9,45.128,1,0,Grains & Cereals
140,whole wheat bread,128,2.5,0.4,23.6,1.8,3.9,2.8,0,0.2,15.2,1.4,49.4,18,2.5,Grains & Cereals
141,whole wheat bread toasted,128,2.5,0.4,23.7,1.8,3.9,2.8,0,0.2,15.1,1.4,49.4,51,2.5,Grains & Cereals
142,pan dulce bread,231,7.3,1.4,35.5,7.9,5.9,1.4,18.9,0.1,54.2,1.8,106.92,38,5.2,Grains & Cereals
143,rice bran bread toasted,66,1.3,0.2,11.8,1.3,2.4,1.3,0,0.026,18.8,1,36.6,50,2.5,Grains & Cereals
144,pita bread whole wheat,74,0.7,0.1,15.4,0.2,2.7,2.1,0,0.1,4.2,0.9,26,16,2.5,Grains & Cereals
145,wheat germ bread toasted,73,0.8,0.2,13.6,1,2.7,0.6,0.3,0.2,25,1,43.706,35,2.5,Grains & Cereals
146,pumpernickel bread,65,0.8,0.1,12.4,0.1,2.3,1.7,0,0.2,17.7,0.7,35.6,32,12.4,Grains & Cereals
147,frybread,502,18.6,7,73.4,3.1,10.2,0,10.6,0.5,86.6,6.1,194.9,16,15.4,Grains & Cereals
148,white bread toasted,83,1.1,0.2,15.4,1.3,2.5,0.7,0.3,0.2,33.7,0.9,54.3,2,4.7,Grains & Cereals
149,piki bread,109,2,0.2,20.2,0.4,2.5,2.6,0,0.028,51.5,1.7,80.5,44,2.1,Grains & Cereals
150,wheat bread toasted,75,1,0.2,13.4,1.5,3.1,1.1,0,0.1,39.6,1,59.243,87,2.5,Grains & Cereals
151,pita bread,165,0.7,0.091,33.4,0.8,5.5,1.3,0,0.3,51.6,1.6,94.1,86,17.6,Grains & Cereals
152,potato bread,85,1,0,15.1,3,4,2,0,0.1,0.072,0.072,22.272,15,0.46,Vegetables
153,egg bread,115,2.4,0.6,19.1,0.7,3.8,0.9,20.4,0.2,37.2,1.2,64.622,43,3,Eggs
154,oatmeal bread toasted,73,1.2,0.2,13.2,2.2,2.3,1.1,0,0.1,18,0.7,36.622,43,18.5,Grains & Cereals
155,cheese bread,196,10,3,21.5,1,5,1,4.8,0.4,43.2,1.2,81.937,33,21,Dairy Products
156,pumpernickel bread toasted,80,1,0.1,15.1,0.2,2.8,2.1,0,0.2,21.5,0.9,43.4,8,18.9,Grains & Cereals
157,raisin bread,88,1.4,0.3,16.7,1.8,2.5,1.4,0,0.1,21.1,0.9,44.09,99,2.9,Grains & Cereals
158,pumpernickel roll,77,0.8,0.1,14.8,0.1,3,1.5,0,0.1,18.8,0.8,39.7,93,6.1,Processed Foods
159,cinnamon raisin bagel,71,0.4,0.054,14.4,1.6,2.5,0.6,0,0.047,4.9,1,24.016,53,15.4,Herbs & Spices
160,english muffin,127,1.1,0.2,25.5,0.9,5,2.6,0,0.2,101.5,1.6,137.3,2,8.3,Processed Foods
161,rye dinner roll,123,1.5,0.3,22.8,0.5,4.4,2.1,0,0.3,12.9,1.2,44.9,55,4.8,Processed Foods
162,english muffin whole wheat,134,1.4,0.2,26.7,5.3,5.8,4.4,0,0.2,174.9,1.6,214.8,58,2.5,Grains & Cereals
163,dinner roll whole wheat,74,1.3,0.2,14.3,2.4,2.4,2.1,0,0.1,29.7,0.7,50.5,54,2.5,Grains & Cereals
164,dinner roll,76,1.8,0.4,12.9,0.5,2.4,1.1,0,0.1,49.3,1,68.5,58,16.4,Processed Foods
165,hotdog roll,117,1.6,0.4,21.1,3.1,4.1,0.8,0,0.2,0.008,0.095,27.796,23,5.2,Processed Foods
166,bagel,245,1.5,0,47.9,6,10,4,0,0.4,0.019,0.2,63.783,52,0.6,Processed Foods
167,oat bran bagel,176,0.8,0.1,36.8,1.1,7.4,2.5,0,0.4,8.3,2.1,58.051,76,17.8,Grains & Cereals
168,pain au chocolat de la boulangerie,235,12,27.6,0,0,0,0,0,0,0,0,12,54,11.5,Beverages
169,egg bagel,72,0.5,0.1,13.8,0,2.8,0.6,6.2,0.1,3.4,1,22.349,79,3,Eggs
170,english muffin toasted,140,1.1,0.3,27.4,1.8,5.4,1.5,0,0.2,102.4,2.4,141.1,64,7.6,Processed Foods
171,english muffin whole wheat toasted,135,1.4,0.2,26.9,5.4,5.9,4.5,0,0.2,175.7,1.6,216,73,2.5,Grains & Cereals
172,biscuit,357,16.5,4.4,45,2.2,7.1,1.5,3,0.6,237.4,2.9,310.6,15,8.1,Snacks & Processed Foods
173,french roll,105,1.6,0.4,19.1,0.1,3.3,1.2,0,0.2,34.6,1,60.8,4,11.1,Processed Foods
174,oat bran dinner roll,78,1.5,0.2,13.3,2.2,3.1,1.4,0,0.1,28.1,1.4,48.8,74,0.5,Grains & Cereals
175,pecan shortbread cookies,76,4.6,1.1,8.2,0,0.7,0.3,4.6,0.002,4.2,0.3,18.349,45,3.1,Grains & Cereals
176,oatmeal cookies,113,4.5,1.1,17.2,6.2,1.6,0.7,0,0.1,9.3,0.6,34.069,57,9.6,Grains & Cereals
177,chocolate wafers,485,15.9,4.7,81.1,33.2,7.4,3.8,2.2,0.8,34.7,4.5,147.442,67,13,Beverages
178,vanilla wafers low fat,353,12.2,3.1,58.9,30,4,1.5,40.8,0.3,38.4,1.9,116.995,50,6.5,Oils & Fats
179,chocolate chip cookies mcdonalds,136,6.4,3.2,18.7,9.6,1.6,0.6,18.4,0.058,9.6,1.1,38.09,44,7.3,Snacks & Processed Foods
180,gingersnap cookies,29,0.7,0.2,5.4,1.4,0.4,0.2,0,0.012,5.4,0.4,12.5,84,19,Snacks & Processed Foods
181,biscotti abbracci mulino bianco,54,2.6,1.6,0.8,0.051,0.4,0,0,0,0,0,3.8,10,18.9,Processed Foods
182,chocolate chip cookie,63,2.8,1.4,9.3,5.3,0.5,0.3,0,0.047,0.036,0.049,13.122,9,1.6,Snacks & Processed Foods
183,brownie,243,9.8,2.5,38.3,22,2.9,1.3,10.2,0.2,17.4,1.4,71.166,76,16.1,Processed Foods
184,shortbread cookies,40,1.9,0.5,5.2,1.2,0.5,0.1,1.6,0.097,2.8,0.2,10.729,30,4.6,Grains & Cereals
185,oatmeal cookies with raisins,65,2.4,0.5,10.3,0,1,0,5,0.022,15,0.4,29.198,74,9.4,Grains & Cereals
186,peanut butter sandwich cookies,67,3,0.7,9.2,5,1.2,0.3,0,0.098,7.4,0.4,21.624,20,1,Dairy Products
187,sugar cookies,72,3.2,0.8,10.2,5.7,0.8,0.1,7.7,0.007,3.2,0.3,17.981,3,12.1,Snacks & Processed Foods
188,chocolate covered graham crackers,68,3.2,1.8,9.3,5.8,0.8,0.4,0,0.067,8.1,0.5,22.313,30,10.2,Beverages
189,raisin cookies,60,2,0.5,10.2,7.1,0.6,0.2,0.3,0.077,6.9,0.3,20.215,57,16,Snacks & Processed Foods
190,vanilla wafers,28,1.2,0.3,4.3,0,0.3,0.1,0,0.045,1.5,0.1,7.5,82,5.1,Processed Foods
191,graham crackers,355,8.5,1.3,64.5,26.1,5.8,2.4,0,0.4,20.2,3.1,104.5,75,1.7,Processed Foods
192,peanut butter cookies,95,4.8,0.9,11.8,0,1.8,0,6.2,0.1,7.8,0.4,26.738,2,1,Dairy Products
193,vanilla sandwich cookie,72,3,0.4,10.8,5.9,0.7,0.2,0,0.044,4.1,0.3,19.1,40,12.7,Snacks & Processed Foods
194,sugar wafers with creme filling,51,2.3,1.2,7.1,4.3,0.4,0.2,0,0.06,2.7,0.4,13.1,95,19.8,Sugars & Sweeteners
195,cheese puffs,197,12.8,1.9,18.6,1.1,2.1,0.6,2.5,0.3,20,0.7,54.854,59,21,Dairy Products
196,saltine crackers,13,0.3,0.097,2.2,0.063,0.3,0.022,0,0.067,0.059,0.025,3.081,4,15.5,Processed Foods
197,trail mix,139,8.8,1.7,13.5,0,4.1,0,0,0.014,23.4,0.9,51.1,97,9.1,Processed Foods
198,corn cones,144,7.6,6.4,17.8,0,1.6,0.3,0,0.3,0.8,0.7,28.8,7,4.6,Processed Foods
199,chocolate pretzels,50,1.8,0.8,7.8,0,0.8,0,0,0.037,8.1,0.2,18.726,43,1,Beverages
200,french toast sticks,73,3.8,0.9,8.9,2.1,1.3,0.3,0,0.001,11.4,0.4,26.1,82,17.1,Processed Foods
201,crackers,82,4.2,0.9,9.8,1.3,1.1,0.4,0,0.1,0.036,0.011,15.764,22,17.2,Processed Foods
202,sesame sticks,54,3.7,0.6,4.7,0.084,1.1,0.3,0,0.09,17,0.055,26.81,80,7.8,Nuts & Seeds
203,cheese crackers,34,1.6,0.4,4.2,0.3,0.8,0.2,0.2,0.065,0.026,0.032,7.053,34,21,Dairy Products
204,oriental rice cracker mix,143,7.2,1.1,14.6,0.8,4.9,3.7,0,0.1,15.3,0.7,46.416,10,2.5,Grains & Cereals
205,breadsticks,103,2.4,0.4,17.1,0.3,3,0.8,0,0.2,5.5,1.1,29.9,34,14.4,Grains & Cereals
206,milk crackers,50,1.7,0.3,7.7,1.8,0.8,0.2,1.2,0.095,18.9,0.4,29.845,91,4.2,Dairy Products
207,matzo crackers whole wheat,98,0.4,0.005,22.1,0,3.7,3.3,0,0.002,6.4,1.3,37.2,16,2.5,Grains & Cereals
208,matzo crackers with egg,109,0.6,0.2,22,0,3.4,0.8,23.2,0.057,11.2,0.8,38.972,17,3,Eggs
209,granola bites,23,0.9,0.5,3.3,1.5,0.4,0.3,0,0.067,0.015,0.074,5.042,83,3.9,Processed Foods
210,crackers whole wheat,120,4,0.6,19.5,0.3,3,2.9,0,0.2,10.1,0.9,40.4,54,2.5,Grains & Cereals
211,tropical trail mix,619,23.9,11.9,91.8,0,8.8,0,0,0.1,79.8,3.7,218.6,57,0.5,Processed Foods
212,soft pretzels,389,3.6,0.8,79.8,0.3,9.4,2,3.5,0.9,26.5,4.5,125.8,65,3.3,Processed Foods
213,corn tostada shell,58,2.9,0.9,7.9,0,0.8,0.7,0,0.084,9.3,0.2,21.8,58,7.4,Processed Foods
214,matzo crackers,111,0.4,0.03,23.4,0.098,2.8,0.8,0,0,3.6,0.9,31.9,8,19.1,Processed Foods
215,sesame crunch,9,0.6,0.096,0.9,0.6,0.2,0.1,0,0.027,11.5,0.019,13.351,78,12.9,Nuts & Seeds
216,trail mix with chocolate chips,707,46.6,8.9,65.6,0,20.7,0,5.8,0.2,159.1,4.9,298.8,74,17,Snacks & Processed Foods
217,cracker meal,440,2,0.3,93,0.4,10.7,3,0,0.078,26.5,5.3,140.5,49,13.7,Processed Foods
218,puffed rice,153,0.2,0.037,34.1,0,2.4,0.6,0,0.053,2.3,12,51.6,18,2.5,Grains & Cereals
219,filinchen gutena,19,0.2,0.056,0.5,0.028,0.4,0,0,0,0,0,1.1,72,0.6,Processed Foods
220,melba toast crackers,117,1,0.1,23,0.3,3.6,1.9,0,0.2,27.9,1.1,58.5,25,14.7,Processed Foods
